domain,head,names,share_of_domain
adj.all,shaped,115,0.0379
adj.all,colored,42,0.0138
adj.all,eyed,41,0.0135
adj.all,out,39,0.0128
adj.all,like,34,0.0112
adj.all,sized,28,0.0092
adj.all,coloured,28,0.0092
adj.all,white,27,0.0089
adj.all,haired,26,0.0086
adj.all,brown,26,0.0086
adj.all,green,24,0.0079
adj.all,minded,24,0.0079
adj.all,gray,23,0.0076
adj.all,grey,23,0.0076
adj.all,scented,22,0.0072
adj.all,blue,22,0.0072
adj.all,red,21,0.0069
adj.all,speaking,19,0.0063
adj.all,black,19,0.0063
adj.all,down,19,0.0063
adj.all,faced,18,0.0059
adj.all,headed,17,0.0056
adj.all,free,16,0.0053
adj.all,purple,15,0.0049
adj.all,fifth,15,0.0049
adj.all,five,15,0.0049
adj.all,one,14,0.0046
adj.all,bodied,14,0.0046
adj.all,leafed,14,0.0046
adj.all,leaved,14,0.0046
adj.all,handed,14,0.0046
adj.all,sided,14,0.0046
adj.all,off,13,0.0043
adj.all,pink,13,0.0043
adv.all,time,21,0.0276
adv.all,way,14,0.0184
anatomy,development,947,0.0433
anatomy,cell,768,0.0351
anatomy,differentiation,488,0.0223
anatomy,morphogenesis,472,0.0216
anatomy,artery,417,0.0191
anatomy,bone,397,0.0181
anatomy,muscle,369,0.0169
anatomy,nucleus,339,0.0155
anatomy,vein,335,0.0153
anatomy,element,299,0.0137
anatomy,transport,273,0.0125
anatomy,gland,267,0.0122
anatomy,node,253,0.0116
anatomy,epithelium,252,0.0115
anatomy,formation,233,0.0106
anatomy,tooth,217,0.0099
anatomy,cartilage,214,0.0098
anatomy,proliferation,196,0.0090
anatomy,vertebra,193,0.0088
anatomy,nerve,192,0.0088
anatomy,secretion,184,0.0084
anatomy,system,183,0.0084
anatomy,tissue,179,0.0082
anatomy,membrane,172,0.0079
anatomy,digit,165,0.0075
anatomy,joint,161,0.0074
anatomy,migration,153,0.0070
anatomy,layer,147,0.0067
anatomy,organization,138,0.0063
anatomy,binding,136,0.0062
anatomy,region,135,0.0062
anatomy,duct,123,0.0056
anatomy,somite,123,0.0056
anatomy,cord,120,0.0055
anatomy,assembly,120,0.0055
anatomy,segment,111,0.0051
anatomy,tract,110,0.0050
anatomy,ganglion,110,0.0050
anatomy,complex,104,0.0048
anatomy,condensation,104,0.0048
anatomy,mesenchyme,102,0.0047
anatomy,plate,99,0.0045
anatomy,vessel,97,0.0044
anatomy,cortex,96,0.0044
anatomy,human,95,0.0043
anatomy,area,95,0.0043
anatomy,organ,94,0.0043
anatomy,sulcus,94,0.0043
anatomy,skeleton,91,0.0042
anatomy,response,87,0.0040
anatomy,mouse,87,0.0040
anatomy,canal,83,0.0038
anatomy,maturation,83,0.0038
anatomy,ray,81,0.0037
anatomy,foramen,74,0.0034
anatomy,ligament,73,0.0033
anatomy,primordium,73,0.0033
anatomy,ventricle,71,0.0032
anatomy,stimulus,70,0.0032
anatomy,lobe,69,0.0032
anatomy,crest,65,0.0030
anatomy,activation,64,0.0029
anatomy,chemotaxis,64,0.0029
anatomy,homeostasis,63,0.0029
anatomy,neuron,62,0.0028
anatomy,plexus,61,0.0028
anatomy,gyrus,61,0.0028
anatomy,body,59,0.0027
anatomy,stage,58,0.0026
anatomy,growth,57,0.0026
anatomy,tubule,56,0.0026
anatomy,tube,55,0.0025
anatomy,acid,54,0.0025
anatomy,intestine,54,0.0025
anatomy,zone,50,0.0023
anatomy,rib,50,0.0023
anatomy,junction,49,0.0022
anatomy,division,48,0.0022
anatomy,bud,48,0.0022
anatomy,arch,48,0.0022
anatomy,sinus,47,0.0021
anatomy,colon,46,0.0021
anatomy,cavity,46,0.0021
anatomy,space,46,0.0021
anatomy,spine,46,0.0021
anatomy,column,45,0.0021
anatomy,contraction,45,0.0021
anatomy,localization,45,0.0021
anatomy,structure,44,0.0020
anatomy,sac,44,0.0020
anatomy,entity,43,0.0020
anatomy,bronchus,42,0.0019
anatomy,production,42,0.0019
anatomy,commissure,42,0.0019
anatomy,compound,41,0.0019
anatomy,fold,41,0.0019
anatomy,thalamus,41,0.0019
anatomy,disassembly,39,0.0018
anatomy,endothelium,38,0.0017
anatomy,mucosa,36,0.0016
anatomy,pad,36,0.0016
anatomy,fossa,36,0.0016
anatomy,stomach,35,0.0016
anatomy,bronchiole,35,0.0016
anatomy,pathway,35,0.0016
anatomy,septum,34,0.0016
anatomy,follicle,34,0.0016
anatomy,manus,34,0.0016
anatomy,eye,33,0.0015
anatomy,presentation,33,0.0015
anatomy,behavior,33,0.0015
anatomy,hair,33,0.0015
anatomy,trunk,33,0.0015
anatomy,placode,33,0.0015
anatomy,mesoderm,33,0.0015
anatomy,wall,32,0.0015
anatomy,pes,32,0.0015
anatomy,horn,32,0.0015
anatomy,suture,32,0.0015
anatomy,skin,31,0.0014
anatomy,pouch,31,0.0014
anatomy,fiber,30,0.0014
anatomy,appendix,30,0.0014
anatomy,tongue,30,0.0014
anatomy,part,30,0.0014
anatomy,vesicle,30,0.0014
anatomy,papilla,30,0.0014
anatomy,vasculature,29,0.0013
anatomy,potential,29,0.0013
anatomy,lumen,29,0.0013
anatomy,bladder,28,0.0013
anatomy,mater,28,0.0013
anatomy,signaling,28,0.0013
anatomy,brain,28,0.0013
anatomy,ectoderm,28,0.0013
anatomy,humerus,28,0.0013
anatomy,valve,28,0.0013
anatomy,disc,27,0.0012
anatomy,urethra,27,0.0012
anatomy,limb,27,0.0012
anatomy,anion,26,0.0012
anatomy,cycle,26,0.0012
anatomy,chicken,26,0.0012
anatomy,scale,26,0.0012
anatomy,lip,26,0.0012
anatomy,tubercle,26,0.0012
anatomy,ion,25,0.0011
anatomy,fibroblast,25,0.0011
anatomy,liver,25,0.0011
anatomy,immunity,25,0.0011
anatomy,femur,25,0.0011
anatomy,lung,24,0.0011
anatomy,medulla,24,0.0011
anatomy,cerebellum,24,0.0011
anatomy,bundle,24,0.0011
anatomy,fin,24,0.0011
anatomy,hypertrophy,23,0.0011
anatomy,transmission,23,0.0011
anatomy,penis,23,0.0011
anatomy,colliculus,23,0.0011
anatomy,field,23,0.0011
anatomy,line,22,0.0010
anatomy,ear,22,0.0010
anatomy,furo,22,0.0010
anatomy,mass,22,0.0010
anatomy,ureter,22,0.0010
anatomy,retina,22,0.0010
anatomy,ridge,22,0.0010
anatomy,atom,21,0.0010
anatomy,capsule,21,0.0010
anatomy,microtubule,21,0.0010
anatomy,exocytosis,21,0.0010
anatomy,fluid,21,0.0010
anatomy,phalanx,21,0.0010
anatomy,maxilla,21,0.0010
anatomy,metabolite,20,0.0009
anatomy,propria,20,0.0009
anatomy,organism,20,0.0009
anatomy,kidney,20,0.0009
anatomy,fasciculus,20,0.0009
anatomy,head,20,0.0009
anatomy,sphincter,20,0.0009
anatomy,matter,20,0.0009
anatomy,heart,20,0.0009
anatomy,scapula,20,0.0009
anatomy,boundary,19,0.0009
anatomy,progenitor,19,0.0009
anatomy,pancreas,19,0.0009
anatomy,esophagus,19,0.0009
anatomy,thymus,19,0.0009
anatomy,fusion,19,0.0009
anatomy,midbrain,19,0.0009
anatomy,sheath,19,0.0009
anatomy,lobule,19,0.0009
anatomy,aorta,19,0.0009
anatomy,endoderm,19,0.0009
anatomy,mandible,19,0.0009
anatomy,feather,19,0.0009
anatomy,atrium,18,0.0008
anatomy,labyrinth,18,0.0008
anatomy,uptake,18,0.0008
anatomy,apparatus,18,0.0008
anatomy,synapse,18,0.0008
anatomy,barrier,18,0.0008
anatomy,radius,18,0.0008
anatomy,telencephalon,18,0.0008
anatomy,tibia,18,0.0008
anatomy,series,18,0.0008
anatomy,protein,17,0.0008
anatomy,ring,17,0.0008
anatomy,interneuron,17,0.0008
anatomy,trachea,17,0.0008
anatomy,vacuole,17,0.0008
anatomy,polarity,17,0.0008
anatomy,movement,17,0.0008
anatomy,adhesion,17,0.0008
anatomy,product,17,0.0008
anatomy,palate,17,0.0008
anatomy,capillary,17,0.0008
anatomy,musculature,17,0.0008
anatomy,lamina,17,0.0008
anatomy,hand,17,0.0008
anatomy,derivative,16,0.0007
anatomy,cation,16,0.0007
anatomy,agent,16,0.0007
anatomy,ovary,16,0.0007
anatomy,prostate,16,0.0007
anatomy,breast,16,0.0007
anatomy,motility,16,0.0007
anatomy,cytotoxicity,16,0.0007
anatomy,depolymerization,16,0.0007
anatomy,anterior,16,0.0007
anatomy,hypothalamus,16,0.0007
anatomy,eminence,16,0.0007
anatomy,groove,16,0.0007
anatomy,molecule,15,0.0007
anatomy,component,15,0.0007
anatomy,anorectum,15,0.0007
anatomy,abdomen,15,0.0007
anatomy,segregation,15,0.0007
anatomy,specification,15,0.0007
anatomy,fenestra,15,0.0007
anatomy,receptor,15,0.0007
anatomy,villus,15,0.0007
anatomy,peduncle,15,0.0007
anatomy,sacrum,15,0.0007
anatomy,tail,15,0.0007
anatomy,coxa,15,0.0007
anatomy,calcaneus,15,0.0007
anatomy,steroid,14,0.0006
anatomy,chain,14,0.0006
anatomy,duodenum,14,0.0006
anatomy,arteriole,14,0.0006
anatomy,meatus,14,0.0006
anatomy,center,14,0.0006
anatomy,death,14,0.0006
anatomy,cytoskeleton,14,0.0006
anatomy,quality,14,0.0006
anatomy,vagina,14,0.0006
anatomy,longus,14,0.0006
anatomy,fissure,14,0.0006
anatomy,terminalis,14,0.0006
anatomy,notch,14,0.0006
anatomy,diaphragm,14,0.0006
anatomy,clitoris,14,0.0006
anatomy,row,14,0.0006
anatomy,fascia,14,0.0006
anatomy,glands,14,0.0006
anatomy,borealis,14,0.0006
anatomy,salt,13,0.0006
anatomy,residue,13,0.0006
anatomy,epidermis,13,0.0006
anatomy,uterus,13,0.0006
anatomy,nephron,13,0.0006
anatomy,degranulation,13,0.0006
anatomy,circulation,13,0.0006
anatomy,matrix,13,0.0006
anatomy,embryo,13,0.0006
anatomy,neurotransmission,13,0.0006
anatomy,biogenesis,13,0.0006
anatomy,organelle,13,0.0006
anatomy,projection,13,0.0006
anatomy,root,13,0.0006
anatomy,ulna,13,0.0006
anatomy,girdle,13,0.0006
anatomy,jaw,13,0.0006
anatomy,rod,13,0.0006
anatomy,keel,13,0.0006
anatomy,premaxilla,13,0.0006
anatomy,axis,12,0.0005
anatomy,venule,12,0.0005
anatomy,ossification,12,0.0005
anatomy,processing,12,0.0005
anatomy,transduction,12,0.0005
anatomy,adaptation,12,0.0005
anatomy,regeneration,12,0.0005
anatomy,appendage,12,0.0005
anatomy,opening,12,0.0005
anatomy,posterior,12,0.0005
anatomy,henle,12,0.0005
anatomy,testis,12,0.0005
anatomy,stroma,12,0.0005
anatomy,oblongata,12,0.0005
anatomy,diencephalon,12,0.0005
anatomy,interstitium,12,0.0005
cell,cell,1457,0.4598
cell,neuron,322,0.1016
cell,mmus,152,0.0480
cell,macrophage,60,0.0189
cell,gland,53,0.0167
cell,primate,47,0.0148
cell,interneuron,36,0.0114
cell,thymocyte,36,0.0114
cell,fibroblast,35,0.0110
cell,intestine,30,0.0095
cell,human,28,0.0088
cell,mouse,24,0.0076
cell,monocyte,21,0.0066
cell,sapiens,21,0.0066
cell,progenitor,20,0.0063
cell,epithelium,20,0.0063
cell,duct,15,0.0047
cell,chondrocyte,14,0.0044
cell,cortex,14,0.0044
cell,appendix,14,0.0044
cell,tract,14,0.0044
cell,fiber,13,0.0041
cell,colon,13,0.0041
cell,plexus,13,0.0041
cell,node,13,0.0041
chemistry,ester,1600,0.0766
chemistry,one,1037,0.0497
chemistry,carboxamide,819,0.0392
chemistry,ylurea,729,0.0349
chemistry,ylacetamide,618,0.0296
chemistry,acid,618,0.0296
chemistry,pyridinecarboxamide,511,0.0245
chemistry,ylbenzamide,378,0.0181
chemistry,ylbutanamide,343,0.0164
chemistry,methylbenzenesulfonamide,308,0.0147
chemistry,dione,286,0.0137
chemistry,oxanecarboxamide,276,0.0132
chemistry,ylmethanesulfonamide,264,0.0126
chemistry,methylurea,252,0.0121
chemistry,ylbenzenesulfonamide,248,0.0119
chemistry,phenylacetamide,233,0.0112
chemistry,phenylethylacetamide,213,0.0102
chemistry,ylpropanamide,209,0.0100
chemistry,phenylurea,205,0.0098
chemistry,propanol,195,0.0093
chemistry,furancarboxamide,194,0.0093
chemistry,pyrazinecarboxamide,172,0.0082
chemistry,ylcyclopropanecarboxamide,167,0.0080
chemistry,propylurea,165,0.0079
chemistry,thione,159,0.0076
chemistry,cyclopropylacetamide,158,0.0076
chemistry,methylbenzamide,145,0.0069
chemistry,methylacetamide,127,0.0061
chemistry,ylcyclohexanecarboxamide,126,0.0060
chemistry,trifluoromethylphenylurea,121,0.0058
chemistry,isoxazolecarboxamide,118,0.0057
chemistry,amine,118,0.0057
chemistry,imidazolesulfonamide,117,0.0056
chemistry,oxanylacetamide,115,0.0055
chemistry,dimethylacetamide,109,0.0052
chemistry,ylethanesulfonamide,109,0.0052
chemistry,propenamide,108,0.0052
chemistry,oxanylbenzamide,107,0.0051
chemistry,carbonitrile,101,0.0048
chemistry,azetidinecarbonitrile,99,0.0047
chemistry,methoxybenzenesulfonamide,99,0.0047
chemistry,pyridinylacetamide,95,0.0045
chemistry,thiophenecarboxamide,95,0.0045
chemistry,fluorobenzamide,94,0.0045
chemistry,methoxyphenylurea,91,0.0044
chemistry,methoxyacetamide,90,0.0043
chemistry,methoxyphenylmethylacetamide,89,0.0043
chemistry,fluorophenylmethylacetamide,88,0.0042
chemistry,methylbutanamide,88,0.0042
chemistry,pyridinylmethylacetamide,81,0.0039
chemistry,ylcyclobutanecarboxamide,81,0.0039
chemistry,ylmethylacetamide,80,0.0038
chemistry,ylthioacetamide,78,0.0037
chemistry,phenylphenylacetamide,75,0.0036
chemistry,oxanylurea,74,0.0035
chemistry,chlorophenylmethylacetamide,73,0.0035
chemistry,dimethylbenzenesulfonamide,70,0.0034
chemistry,piperidinylpropanamide,69,0.0033
chemistry,methoxybenzamide,69,0.0033
chemistry,oxanylbenzenesulfonamide,69,0.0033
chemistry,piperidinecarboxamide,69,0.0033
chemistry,methylcyclohexanecarboxamide,67,0.0032
chemistry,quinolinecarboxamide,67,0.0032
chemistry,dienone,67,0.0032
chemistry,piperidinylethylacetamide,65,0.0031
chemistry,diamine,65,0.0031
chemistry,naphthalenylurea,64,0.0031
chemistry,fluorophenylurea,63,0.0030
chemistry,cyclopropylmethylacetamide,60,0.0029
chemistry,oxadiazole,60,0.0029
chemistry,ylethylacetamide,58,0.0028
chemistry,trione,56,0.0027
chemistry,piperazinylmethanone,52,0.0025
chemistry,methylmethanesulfonamide,51,0.0024
chemistry,ylethanone,50,0.0024
chemistry,methoxyethylacetamide,49,0.0023
chemistry,ylmethanone,48,0.0023
chemistry,pyrazolecarboxamide,46,0.0022
chemistry,oxanylethylbenzamide,45,0.0022
chemistry,piperazinylethanone,43,0.0021
chemistry,dimethylbenzamide,43,0.0021
chemistry,thiophenesulfonamide,43,0.0021
chemistry,sulfanylidenemethylbenzamide,43,0.0021
chemistry,fluorobenzenesulfonamide,42,0.0020
chemistry,isoxazolylurea,42,0.0020
chemistry,propanone,38,0.0018
chemistry,morpholinylacetamide,37,0.0018
chemistry,ylthioethanone,36,0.0017
chemistry,pyrrolidinylacetamide,35,0.0017
chemistry,methylpropanamide,35,0.0017
chemistry,apyrimidine,35,0.0017
chemistry,thiazolidinone,35,0.0017
chemistry,cyclohexylurea,35,0.0017
chemistry,dpyrimidinamine,34,0.0016
chemistry,nitrobenzamide,34,0.0016
chemistry,trifluorobutanamide,34,0.0016
chemistry,oxazolecarbonitrile,34,0.0016
chemistry,piperidinylmethanone,33,0.0016
chemistry,morpholinylpropylacetamide,33,0.0016
chemistry,thiazolylacetamide,33,0.0016
chemistry,morpholinylpropanamide,33,0.0016
chemistry,phenylmethylacetamide,32,0.0015
chemistry,methylcyclopropanecarboxamide,30,0.0014
chemistry,difluorophenylmethylacetamide,30,0.0014
chemistry,propylacetamide,30,0.0014
chemistry,methylphenylacetamide,30,0.0014
chemistry,thiazolylbenzamide,30,0.0014
chemistry,thiazolamine,29,0.0014
chemistry,triazolecarboxamide,29,0.0014
chemistry,isoxazolesulfonamide,27,0.0013
chemistry,cyclohexylacetamide,27,0.0013
chemistry,phenylphenylmethylacetamide,27,0.0013
chemistry,oxanylpropanamide,27,0.0013
chemistry,pyridinecarbonitrile,27,0.0013
chemistry,thiazolone,27,0.0013
chemistry,sulfonamide,27,0.0013
chemistry,benzofurancarboxamide,27,0.0013
chemistry,oxanylcyclobutanecarboxamide,26,0.0012
chemistry,phenylmethanesulfonamide,26,0.0012
chemistry,methylaminomethylbenzamide,25,0.0012
chemistry,piperidinylethanone,24,0.0011
chemistry,azetidinecarboxamide,24,0.0011
chemistry,methoxyphenylacetamide,24,0.0011
chemistry,quinazolinone,24,0.0011
chemistry,oxanylethylcyclopropanecarboxamide,24,0.0011
chemistry,dicarboxamide,23,0.0011
chemistry,ylcyclopentanecarboxamide,23,0.0011
chemistry,cyclopentylacetamide,22,0.0011
chemistry,oxanylcyclopropanecarboxamide,22,0.0011
chemistry,pyrrolidinylethylacetamide,21,0.0010
chemistry,pyrimidinylmethylacetamide,21,0.0010
chemistry,thiazolecarboxamide,20,0.0010
chemistry,dpyrimidine,20,0.0010
chemistry,phenoxyphenylmethylacetamide,19,0.0009
chemistry,ylbenzonitrile,19,0.0009
chemistry,quinazolinamine,19,0.0009
chemistry,pyrrolidinecarboxamide,19,0.0009
chemistry,oxanylcyclohexanecarboxamide,18,0.0009
chemistry,ylphenylacetamide,18,0.0009
chemistry,piperazinylacetamide,18,0.0009
chemistry,dimethylaminobutanamide,18,0.0009
chemistry,benzothiazole,18,0.0009
chemistry,dpyrimidinone,18,0.0009
chemistry,ethylacetamide,17,0.0008
chemistry,diol,17,0.0008
chemistry,pyrazolamine,17,0.0008
chemistry,pyrimidinamine,17,0.0008
chemistry,methylphenylthiourea,17,0.0008
chemistry,pyridinylurea,17,0.0008
chemistry,tetrazolylacetamide,17,0.0008
chemistry,phenylbenzenesulfonamide,17,0.0008
chemistry,benzimidazole,16,0.0008
chemistry,oxolanecarboxamide,16,0.0008
chemistry,triazole,16,0.0008
chemistry,oxime,16,0.0008
chemistry,thiadiazole,16,0.0008
chemistry,apyrimidinecarboxamide,16,0.0008
chemistry,trifluoroethylacetamide,15,0.0007
chemistry,ium,15,0.0007
chemistry,ylthiourea,15,0.0007
chemistry,oxolanylmethylacetamide,15,0.0007
chemistry,phenylthiourea,15,0.0007
chemistry,oxanylethylurea,15,0.0007
chemistry,dimethylaminopropylacetamide,14,0.0007
chemistry,pyrazolone,14,0.0007
chemistry,carbohydrazide,14,0.0007
chemistry,pyridazinone,14,0.0007
chemistry,piperazinecarbothioamide,14,0.0007
chemistry,butanone,14,0.0007
chemistry,dicarbonitrile,14,0.0007
chemistry,isoxazolylacetamide,14,0.0007
chemistry,quinolinamine,13,0.0006
chemistry,ylmethylthiourea,13,0.0006
chemistry,furanylmethylacetamide,13,0.0006
chemistry,phenylmethanone,13,0.0006
chemistry,naphthalenecarboxamide,13,0.0006
chemistry,morpholinylmethanone,12,0.0006
chemistry,oxanylmethanol,12,0.0006
chemistry,difluorobenzamide,12,0.0006
chemistry,fluorophenylacetamide,12,0.0006
chemistry,quinolinone,12,0.0006
chemistry,imidazolidinone,12,0.0006
chemistry,pyridinamine,12,0.0006
clothing,helmet,147,0.0381
clothing,medal,133,0.0345
clothing,clothing,113,0.0293
clothing,hat,86,0.0223
clothing,dress,83,0.0215
clothing,cap,76,0.0197
clothing,shoe,65,0.0168
clothing,ring,63,0.0163
clothing,suit,60,0.0156
clothing,mask,60,0.0156
clothing,jacket,54,0.0140
clothing,uniform,52,0.0135
clothing,costume,52,0.0135
clothing,badge,45,0.0117
clothing,collar,45,0.0117
clothing,glove,45,0.0117
clothing,boot,41,0.0106
clothing,fashion,39,0.0101
clothing,shirt,36,0.0093
clothing,watch,36,0.0093
clothing,skirt,36,0.0093
clothing,pants,35,0.0091
clothing,brooch,34,0.0088
clothing,glasses,31,0.0080
clothing,belt,29,0.0075
clothing,coat,28,0.0073
clothing,merit,25,0.0065
clothing,cross,24,0.0062
clothing,shield,24,0.0062
clothing,armour,21,0.0054
clothing,crown,20,0.0052
clothing,sock,19,0.0049
clothing,ribbon,17,0.0044
clothing,guard,15,0.0039
clothing,armor,15,0.0039
clothing,top,14,0.0036
clothing,gown,14,0.0036
clothing,shorts,14,0.0036
clothing,jersey,14,0.0036
clothing,tie,14,0.0036
clothing,decoration,14,0.0036
clothing,pin,13,0.0034
clothing,shoes,13,0.0034
clothing,sari,13,0.0034
clothing,kabuto,13,0.0034
clothing,vest,12,0.0031
clothing,knot,12,0.0031
clothing,band,12,0.0031
clothing,beret,12,0.0031
clothing,series,12,0.0031
clothing,accessory,12,0.0031
clothing,insignia,12,0.0031
clothing,trousers,12,0.0031
clothing,award,12,0.0031
disease,animal,5554,0.1283
disease,syndrome,3269,0.0755
disease,dog,727,0.0168
disease,cell,670,0.0155
disease,deficiency,582,0.0134
disease,carcinoma,571,0.0132
disease,morphology,515,0.0119
disease,neoplasm,397,0.0092
disease,cattle,337,0.0078
disease,finger,330,0.0076
disease,human,315,0.0073
disease,tumor,304,0.0070
disease,toe,299,0.0069
disease,cat,299,0.0069
disease,recessive,283,0.0065
disease,cancer,249,0.0058
disease,dominant,217,0.0050
disease,dysplasia,216,0.0050
disease,gland,201,0.0046
disease,pig,198,0.0046
disease,epithelium,190,0.0044
disease,horse,187,0.0043
disease,system,186,0.0043
disease,secretion,182,0.0042
disease,transport,181,0.0042
disease,adenocarcinoma,169,0.0039
disease,development,166,0.0038
disease,failure,166,0.0038
disease,artery,165,0.0038
disease,tissue,160,0.0037
disease,chromosome,155,0.0036
disease,lymphoma,155,0.0036
disease,differentiation,154,0.0036
disease,dystrophy,153,0.0035
disease,loss,151,0.0035
disease,bone,151,0.0035
disease,encephalopathy,147,0.0034
disease,digit,147,0.0034
disease,concentration,146,0.0034
disease,linked,144,0.0033
disease,sheep,143,0.0033
disease,element,137,0.0032
disease,defect,131,0.0030
disease,muscle,125,0.0029
disease,complex,121,0.0028
disease,myopathy,115,0.0027
disease,vein,114,0.0026
disease,infection,110,0.0025
disease,nerve,109,0.0025
disease,response,109,0.0025
disease,adenoma,106,0.0024
disease,atrophy,105,0.0024
disease,familial,105,0.0024
disease,sarcoma,104,0.0024
disease,pigmentosa,101,0.0023
disease,hypoplasia,95,0.0022
disease,abnormalities,95,0.0022
disease,acid,93,0.0021
disease,inhibitor,92,0.0021
disease,neuropathy,86,0.0020
disease,anemia,83,0.0019
disease,mesenchyme,83,0.0019
disease,stage,82,0.0019
disease,retinopathy,82,0.0019
disease,agent,81,0.0019
disease,duct,81,0.0019
disease,region,79,0.0018
disease,vessel,79,0.0018
disease,malformation,79,0.0018
disease,meningioma,79,0.0018
disease,condensation,78,0.0018
disease,therapy,76,0.0018
disease,physiology,75,0.0017
disease,stenosis,74,0.0017
disease,ataxia,74,0.0017
disease,leukemia,73,0.0017
disease,paraplegia,73,0.0017
disease,compound,72,0.0017
disease,hand,72,0.0017
disease,rabbit,72,0.0017
disease,epilepsy,71,0.0016
disease,layer,70,0.0016
disease,cardiomyopathy,70,0.0016
disease,behavior,69,0.0016
disease,melanoma,69,0.0016
disease,anomalies,69,0.0016
disease,joint,67,0.0015
disease,stimulus,67,0.0015
disease,disability,67,0.0015
disease,virus,66,0.0015
disease,metabolism,66,0.0015
disease,fever,64,0.0015
disease,seizures,64,0.0015
disease,entity,62,0.0014
disease,binding,61,0.0014
disease,chicken,61,0.0014
disease,pathway,60,0.0014
disease,membrane,59,0.0014
disease,degeneration,59,0.0014
disease,tract,58,0.0013
disease,calcification,58,0.0013
disease,hallux,58,0.0013
disease,onset,58,0.0013
disease,mutation,58,0.0013
disease,skin,57,0.0013
disease,cyst,57,0.0013
disease,skeleton,57,0.0013
disease,glycosylation,56,0.0013
disease,ventricle,55,0.0013
disease,cord,54,0.0012
disease,organization,52,0.0012
disease,atresia,52,0.0012
disease,node,51,0.0012
disease,drug,50,0.0012
disease,colon,50,0.0012
disease,vertebra,50,0.0012
disease,dyskinesia,50,0.0012
disease,intestine,49,0.0011
disease,material,49,0.0011
disease,homeostasis,49,0.0011
disease,papilloma,49,0.0011
disease,sclerosis,48,0.0011
disease,thumb,47,0.0011
disease,canal,46,0.0011
disease,macaque,46,0.0011
disease,structure,45,0.0010
disease,ear,45,0.0010
disease,bones,45,0.0010
disease,unilateral,45,0.0010
disease,bilateral,45,0.0010
disease,goat,44,0.0010
disease,morphogenesis,44,0.0010
disease,ossification,44,0.0010
disease,anomaly,44,0.0010
disease,body,43,0.0010
disease,agenesis,43,0.0010
disease,assembly,42,0.0010
disease,activation,42,0.0010
disease,dysgenesis,42,0.0010
disease,organ,42,0.0010
disease,dystonia,42,0.0010
disease,hemangioma,42,0.0010
disease,teratoma,42,0.0010
disease,product,41,0.0009
disease,tube,41,0.0009
disease,palate,41,0.0009
disease,leiomyoma,41,0.0009
disease,lipoma,41,0.0009
disease,atom,40,0.0009
disease,lung,40,0.0009
disease,hyperplasia,40,0.0009
disease,tuberculosis,40,0.0009
disease,soil,38,0.0009
disease,dysfunction,38,0.0009
disease,limbs,38,0.0009
disease,phalanx,38,0.0009
disease,lobe,38,0.0009
disease,encephalitis,37,0.0009
disease,sinus,37,0.0009
disease,metacarpal,37,0.0009
disease,primary,37,0.0009
disease,bronchus,36,0.0008
disease,quality,36,0.0008
disease,cleft,36,0.0008
disease,polydactyly,36,0.0008
disease,immunodeficiency,36,0.0008
disease,cataract,36,0.0008
disease,situ,36,0.0008
disease,deafness,36,0.0008
disease,anion,35,0.0008
disease,environment,35,0.0008
disease,hair,35,0.0008
disease,epiphyses,35,0.0008
disease,cavity,35,0.0008
disease,lipofuscinosis,35,0.0008
disease,neuron,34,0.0008
disease,eye,34,0.0008
disease,ovary,34,0.0008
disease,mucosa,34,0.0008
disease,lip,34,0.0008
disease,edema,34,0.0008
disease,valve,34,0.0008
disease,endothelium,34,0.0008
disease,rhabdomyosarcoma,34,0.0008
disease,leiomyosarcoma,34,0.0008
disease,amyloidosis,34,0.0008
disease,facies,34,0.0008
disease,crest,34,0.0008
disease,stomach,33,0.0008
disease,tubule,33,0.0008
disease,vasculature,33,0.0008
disease,tongue,33,0.0008
disease,contraction,32,0.0007
disease,junction,32,0.0007
disease,mellitus,32,0.0007
disease,hypertension,32,0.0007
disease,palsy,32,0.0007
disease,bud,32,0.0007
disease,esophagus,31,0.0007
disease,insufficiency,31,0.0007
disease,susceptibility,31,0.0007
disease,limb,31,0.0007
disease,aplasia,31,0.0007
disease,toes,31,0.0007
disease,phenotype,31,0.0007
disease,pancreas,30,0.0007
disease,bladder,30,0.0007
disease,glaucoma,30,0.0007
disease,poisoning,30,0.0007
disease,musculature,29,0.0007
disease,symphalangism,29,0.0007
disease,aciduria,29,0.0007
disease,epiphysis,29,0.0007
disease,infarction,29,0.0007
disease,anosmia,29,0.0007
disease,trisomy,29,0.0007
disease,appendix,28,0.0006
disease,urethra,28,0.0006
disease,mater,28,0.0006
disease,cycle,28,0.0006
disease,fusion,28,0.0006
disease,maturation,28,0.0006
disease,duplication,28,0.0006
disease,dermatitis,28,0.0006
disease,cartilage,28,0.0006
disease,pneumonia,28,0.0006
disease,nevus,28,0.0006
disease,congenital,28,0.0006
disease,segment,28,0.0006
disease,primordium,28,0.0006
disease,metabolite,27,0.0006
disease,cortex,27,0.0006
disease,water,27,0.0006
disease,matter,27,0.0006
disease,lumen,27,0.0006
disease,neck,27,0.0006
disease,syndactyly,27,0.0006
disease,delay,27,0.0006
disease,metatarsal,27,0.0006
disease,arch,27,0.0006
disease,polyp,27,0.0006
disease,astrocytoma,27,0.0006
disease,uterus,26,0.0006
disease,retina,26,0.0006
