domain,head,names,share_of_domain
medicine.all,mouth,40,0.0003
medicine.all,application,40,0.0003
medicine.all,units,40,0.0003
medicine.all,increased,40,0.0003
medicine.all,elsewhere,40,0.0003
medicine.all,interest,39,0.0002
medicine.all,setting,39,0.0002
medicine.all,identification,39,0.0002
medicine.all,breath,39,0.0002
medicine.all,start,39,0.0002
medicine.all,capacity,39,0.0002
medicine.all,myeloma,39,0.0002
medicine.all,bladder,39,0.0002
medicine.all,abscess,39,0.0002
medicine.all,ligament,39,0.0002
medicine.all,fibrosarcoma,39,0.0002
medicine.all,spleen,39,0.0002
medicine.all,walking,38,0.0002
medicine.all,partner,38,0.0002
medicine.all,myopathy,38,0.0002
medicine.all,structure,38,0.0002
medicine.all,item,38,0.0002
medicine.all,invasion,38,0.0002
medicine.all,immunoassay,38,0.0002
medicine.all,microscopy,38,0.0002
medicine.all,title,38,0.0002
medicine.all,vertebra,38,0.0002
medicine.all,esophagus,38,0.0002
medicine.all,glomerulonephritis,38,0.0002
medicine.all,mucosa,38,0.0002
medicine.all,melphalan,37,0.0002
medicine.all,behavior,37,0.0002
medicine.all,state,37,0.0002
medicine.all,mitoxantrone,37,0.0002
medicine.all,phosphatase,37,0.0002
medicine.all,distress,37,0.0002
medicine.all,origin,37,0.0002
medicine.all,sampling,37,0.0002
medicine.all,delivery,37,0.0002
medicine.all,timepoint,37,0.0002
medicine.all,cystadenoma,37,0.0002
medicine.all,screening,37,0.0002
medicine.all,mitomycin,36,0.0002
medicine.all,medication,36,0.0002
medicine.all,less,36,0.0002
medicine.all,aneurysm,36,0.0002
medicine.all,vedotin,36,0.0002
medicine.all,stomach,36,0.0002
medicine.all,field,36,0.0002
medicine.all,formulation,36,0.0002
medicine.all,papillomavirus,36,0.0002
medicine.all,gemcitabine,36,0.0002
medicine.all,fibrosis,36,0.0002
medicine.all,trastuzumab,36,0.0002
medicine.all,pancreas,36,0.0002
medicine.all,dystrophy,36,0.0002
medicine.all,lactate,36,0.0002
medicine.all,features,36,0.0002
medicine.all,marrow,36,0.0002
medicine.all,systems,36,0.0002
medicine.all,sinus,35,0.0002
medicine.all,appetite,35,0.0002
medicine.all,ideation,35,0.0002
medicine.all,tongue,35,0.0002
medicine.all,period,35,0.0002
medicine.all,insufficiency,35,0.0002
medicine.all,eat,35,0.0002
medicine.all,density,35,0.0002
medicine.all,element,35,0.0002
medicine.all,valve,35,0.0002
medicine.all,thrombosis,35,0.0002
medicine.all,zone,35,0.0002
medicine.all,medulloblastoma,35,0.0002
medicine.all,sclerosis,35,0.0002
medicine.all,atrophy,35,0.0002
medicine.all,bms,35,0.0002
medicine.all,sex,35,0.0002
medicine.all,dimension,35,0.0002
medicine.all,doxorubicin,34,0.0002
medicine.all,population,34,0.0002
medicine.all,certainty,34,0.0002
medicine.all,worker,34,0.0002
medicine.all,gvhd,34,0.0002
medicine.all,nitrate,34,0.0002
medicine.all,nmctc,34,0.0002
medicine.all,reagent,34,0.0002
medicine.all,summary,34,0.0002
medicine.all,ulcer,34,0.0002
medicine.all,interference,34,0.0002
medicine.all,stain,34,0.0002
medicine.all,complaint,34,0.0002
medicine.all,onset,33,0.0002
medicine.all,subcategory,33,0.0002
medicine.all,rituximab,33,0.0002
medicine.all,vinorelbine,33,0.0002
medicine.all,network,33,0.0002
medicine.all,malformation,33,0.0002
medicine.all,granuloma,33,0.0002
medicine.all,absent,33,0.0002
medicine.all,cortex,33,0.0002
medicine.all,nucleus,33,0.0002
medicine.all,cervix,33,0.0002
medicine.all,glands,33,0.0002
medicine.all,nominal,33,0.0002
medicine.all,cistern,33,0.0002
medicine.all,history,32,0.0002
medicine.all,brachytherapy,32,0.0002
medicine.all,completion,32,0.0002
medicine.all,nmcat,32,0.0002
medicine.all,nausea,32,0.0002
medicine.all,job,32,0.0002
medicine.all,labor,32,0.0002
medicine.all,interaction,32,0.0002
medicine.all,milligram,32,0.0002
medicine.all,chordoma,32,0.0002
medicine.all,service,32,0.0002
medicine.all,technician,32,0.0002
medicine.all,hemihydrate,32,0.0002
medicine.all,resistance,31,0.0002
medicine.all,design,31,0.0002
medicine.all,neuropathy,31,0.0002
medicine.all,depressed,31,0.0002
medicine.all,position,31,0.0002
medicine.all,rest,31,0.0002
medicine.all,hands,31,0.0002
medicine.all,collection,31,0.0002
medicine.all,spectrometry,31,0.0002
medicine.all,occupations,31,0.0002
medicine.all,molecule,31,0.0002
medicine.all,nmcta,31,0.0002
medicine.all,hemangioendothelioma,31,0.0002
medicine.all,brain,31,0.0002
medicine.all,course,31,0.0002
medicine.all,larynx,31,0.0002
medicine.all,disturbance,31,0.0002
medicine.all,nurse,31,0.0002
medicine.all,cigs,31,0.0002
medicine.all,salicylate,31,0.0002
medicine.all,antibiotic,30,0.0002
medicine.all,stairs,30,0.0002
medicine.all,filgrastim,30,0.0002
medicine.all,colon,30,0.0002
medicine.all,arm,30,0.0002
medicine.all,nmccg,30,0.0002
medicine.all,dermatitis,30,0.0002
medicine.all,rating,30,0.0002
medicine.all,stimulation,30,0.0002
medicine.all,catheter,30,0.0002
medicine.all,pneumonia,30,0.0002
medicine.all,irradiation,30,0.0002
medicine.all,term,30,0.0002
medicine.all,ventricle,30,0.0002
medicine.all,choriocarcinoma,30,0.0002
medicine.all,dominant,30,0.0002
medicine.all,hepatoblastoma,30,0.0002
medicine.all,ovary,30,0.0002
medicine.all,tier,30,0.0002
medicine.all,sioux,30,0.0002
medicine.all,repair,29,0.0002
medicine.all,you,29,0.0002
medicine.all,error,29,0.0002
medicine.all,shower,29,0.0002
medicine.all,besylate,29,0.0002
medicine.all,sequence,29,0.0002
medicine.all,monitoring,29,0.0002
medicine.all,signature,29,0.0002
medicine.all,activation,29,0.0002
medicine.all,replacement,29,0.0002
medicine.all,adult,29,0.0002
medicine.all,encounter,29,0.0002
medicine.all,biology,29,0.0002
medicine.all,narrative,29,0.0002
medicine.all,ablation,28,0.0002
medicine.all,statement,28,0.0002
medicine.all,size,28,0.0002
medicine.all,infiltrate,28,0.0002
medicine.all,relapse,28,0.0002
medicine.all,substance,28,0.0002
medicine.all,down,28,0.0002
medicine.all,hospital,28,0.0002
medicine.all,entry,28,0.0002
medicine.all,nmctg,28,0.0002
medicine.all,organization,28,0.0002
medicine.all,ill,28,0.0002
medicine.all,sad,28,0.0002
medicine.all,malignancy,28,0.0002
medicine.all,children,28,0.0002
medicine.all,oligodendroglioma,28,0.0002
medicine.all,epilepsy,28,0.0002
medicine.all,metastasis,28,0.0002
medicine.all,lobe,28,0.0002
medicine.all,intestine,28,0.0002
medicine.all,abnormalities,28,0.0002
medicine.all,delusions,28,0.0002
medicine.all,sure,28,0.0002
medicine.all,neurofibroma,28,0.0002
medicine.all,map,28,0.0002
medicine.all,murmur,28,0.0002
medicine.all,sound,28,0.0002
medicine.all,tqb,28,0.0002
medicine.all,trihydrate,28,0.0002
medicine.all,sleep,27,0.0002
medicine.all,times,27,0.0002
medicine.all,ifosfamide,27,0.0002
medicine.all,extension,27,0.0002
medicine.all,alcohol,27,0.0002
medicine.all,synthase,27,0.0002
medicine.all,hormone,27,0.0002
medicine.all,pelvis,27,0.0002
medicine.all,review,27,0.0002
medicine.all,cream,27,0.0002
medicine.all,irinotecan,27,0.0002
medicine.all,issue,27,0.0002
medicine.all,width,27,0.0002
medicine.all,altered,27,0.0002
medicine.all,outcome,27,0.0002
medicine.all,paralysis,27,0.0002
medicine.all,moderate,27,0.0002
medicine.all,phalanx,27,0.0002
medicine.all,cystadenocarcinoma,27,0.0002
medicine.all,agonist,27,0.0002
medicine.all,presence,27,0.0002
medicine.all,genetics,27,0.0002
medicine.all,medulloepithelioma,27,0.0002
medicine.all,delirium,27,0.0002
medicine.all,hallucinations,27,0.0002
medicine.all,symptom,26,0.0002
medicine.all,methylprednisolone,26,0.0002
medicine.all,mood,26,0.0002
medicine.all,depression,26,0.0002
medicine.all,feet,26,0.0002
medicine.all,normal,26,0.0002
medicine.all,future,26,0.0002
medicine.all,immunohistochemistry,26,0.0002
medicine.all,appearance,26,0.0002
medicine.all,margin,26,0.0002
medicine.all,lethality,26,0.0002
medicine.all,measure,26,0.0002
medicine.all,oncology,26,0.0002
medicine.all,euthanasia,26,0.0002
medicine.all,diabetes,26,0.0002
medicine.all,presentation,26,0.0002
medicine.all,weak,26,0.0002
medicine.all,variable,26,0.0002
medicine.all,used,26,0.0002
medicine.all,secretion,26,0.0002
medicine.all,equipment,26,0.0002
medicine.all,fiber,26,0.0002
medicine.all,subtype,26,0.0002
medicine.all,retinoblastoma,26,0.0002
medicine.all,thymoma,26,0.0002
medicine.all,studies,26,0.0002
medicine.all,fruit,26,0.0002
medicine.all,graft,25,0.0002
medicine.all,chair,25,0.0002
medicine.all,nervous,25,0.0002
medicine.all,fluorouracil,25,0.0002
medicine.all,dead,25,0.0002
medicine.all,attempts,25,0.0002
medicine.all,radiotherapy,25,0.0002
medicine.all,culture,25,0.0002
medicine.all,source,25,0.0002
medicine.all,hydrolase,25,0.0002
medicine.all,pegol,25,0.0002
medicine.all,hair,25,0.0002
medicine.all,implant,25,0.0002
medicine.all,thalidomide,25,0.0002
medicine.all,urethra,25,0.0002
medicine.all,immunodeficiency,25,0.0002
medicine.all,dementia,25,0.0002
medicine.all,phenotype,25,0.0002
medicine.all,arteries,25,0.0002
medicine.all,sciences,25,0.0002
medicine.all,professional,25,0.0002
medicine.all,ataxia,25,0.0002
medicine.all,meglumine,25,0.0002
medicine.all,consortium,25,0.0002
medicine.all,hemangiopericytoma,25,0.0002
medicine.all,zebrafish,25,0.0002
medicine.all,content,24,0.0002
medicine.all,intent,24,0.0002
medicine.all,signaling,24,0.0002
medicine.all,occurrence,24,0.0002
medicine.all,deviation,24,0.0002
medicine.all,environment,24,0.0002
medicine.all,zidovudine,24,0.0002
medicine.all,concept,24,0.0002
medicine.all,spectroscopy,24,0.0002
medicine.all,thickness,24,0.0002
medicine.all,tumors,24,0.0002
medicine.all,needed,24,0.0002
medicine.all,sulcus,24,0.0002
medicine.all,tool,24,0.0002
medicine.all,delta,24,0.0002
medicine.all,seed,24,0.0002
medicine.all,ultrasound,24,0.0002
medicine.all,nmcca,24,0.0002
medicine.all,milk,24,0.0002
medicine.all,qualifier,24,0.0002
medicine.all,cartilage,24,0.0002
medicine.all,algorithm,24,0.0002
medicine.all,edition,24,0.0002
medicine.all,lip,24,0.0002
medicine.all,tetraxetan,24,0.0002
medicine.all,border,24,0.0002
medicine.all,colitis,24,0.0002
medicine.all,jnj,24,0.0002
medicine.all,mutant,24,0.0002
medicine.all,transfer,24,0.0002
medicine.all,child,24,0.0002
medicine.all,glycol,24,0.0002
medicine.all,attenuation,24,0.0002
medicine.all,chemistry,24,0.0002
medicine.all,organs,24,0.0002
medicine.all,polyneuropathy,24,0.0002
medicine.all,assistant,24,0.0002
medicine.all,dissection,23,0.0001
medicine.all,tobacco,23,0.0001
medicine.all,now,23,0.0001
medicine.all,events,23,0.0001
medicine.all,heart,23,0.0001
medicine.all,thioguanine,23,0.0001
medicine.all,substrate,23,0.0001
medicine.all,glycoprotein,23,0.0001
medicine.all,record,23,0.0001
medicine.all,progression,23,0.0001
medicine.all,dehydrogenase,23,0.0001
medicine.all,human,23,0.0001
medicine.all,marker,23,0.0001
medicine.all,pathologist,23,0.0001
medicine.all,oxide,23,0.0001
medicine.all,distance,23,0.0001
medicine.all,pamoate,23,0.0001
medicine.all,conjunctivitis,23,0.0001
medicine.all,uterus,23,0.0001
medicine.all,school,23,0.0001
medicine.all,plexus,23,0.0001
medicine.all,mode,23,0.0001
medicine.all,motif,23,0.0001
medicine.all,amyloidosis,23,0.0001
medicine.all,fear,23,0.0001
medicine.all,questions,23,0.0001
medicine.all,intake,23,0.0001
medicine.all,mean,23,0.0001
medicine.all,significance,23,0.0001
medicine.all,excision,23,0.0001
medicine.all,immunotoxin,23,0.0001
medicine.all,flower,23,0.0001
medicine.all,flow,22,0.0001
medicine.all,injection,22,0.0001
medicine.all,withdrawal,22,0.0001
medicine.all,fissure,22,0.0001
medicine.all,out,22,0.0001
medicine.all,subject,22,0.0001
medicine.all,diarrhea,22,0.0001
medicine.all,tablet,22,0.0001
medicine.all,ligand,22,0.0001
medicine.all,juice,22,0.0001
medicine.all,centimeter,22,0.0001
medicine.all,tretinoin,22,0.0001
medicine.all,globulin,22,0.0001
medicine.all,lysine,22,0.0001
medicine.all,detection,22,0.0001
medicine.all,left,22,0.0001
medicine.all,histiocytosis,22,0.0001
medicine.all,percentile,22,0.0001
medicine.all,primary,22,0.0001
medicine.all,microliter,22,0.0001
medicine.all,infusion,22,0.0001
medicine.all,laterality,22,0.0001
medicine.all,face,22,0.0001
medicine.all,decreased,22,0.0001
medicine.all,gastritis,22,0.0001
medicine.all,ear,22,0.0001
medicine.all,bronchus,22,0.0001
medicine.all,ureter,22,0.0001
medicine.all,islands,22,0.0001
medicine.all,committee,22,0.0001
medicine.all,dying,22,0.0001
medicine.all,gas,22,0.0001
medicine.all,genotype,22,0.0001
medicine.all,pharynx,22,0.0001
medicine.all,database,22,0.0001
medicine.all,complications,22,0.0001
medicine.all,required,22,0.0001
medicine.all,surgeon,22,0.0001
medicine.all,childbirth,22,0.0001
medicine.all,puerperium,22,0.0001
medicine.all,placement,21,0.0001
medicine.all,education,21,0.0001
medicine.all,tasks,21,0.0001
medicine.all,idarubicin,21,0.0001
medicine.all,eating,21,0.0001
medicine.all,difficulty,21,0.0001
medicine.all,vindesine,21,0.0001
medicine.all,cataract,21,0.0001
medicine.all,hypoplasia,21,0.0001
medicine.all,suspension,21,0.0001
medicine.all,bay,21,0.0001
medicine.all,deciliter,21,0.0001
medicine.all,liposome,21,0.0001
medicine.all,available,21,0.0001
medicine.all,act,21,0.0001
medicine.all,bathroom,21,0.0001
medicine.all,childhood,21,0.0001
medicine.all,vesicle,21,0.0001
medicine.all,seminoma,21,0.0001
medicine.all,eyesight,21,0.0001
medicine.all,medium,21,0.0001
medicine.all,bleeding,21,0.0001
medicine.all,activated,21,0.0001
medicine.all,image,21,0.0001
medicine.all,isa,21,0.0001
medicine.all,carbonate,21,0.0001
medicine.all,degeneration,21,0.0001
medicine.all,fusion,21,0.0001
medicine.all,ganglion,21,0.0001
medicine.all,recessive,21,0.0001
medicine.all,adenofibroma,21,0.0001
medicine.all,histiocytoma,21,0.0001
medicine.all,qter,21,0.0001
medicine.all,laboratory,21,0.0001
medicine.all,supplier,21,0.0001
medicine.all,lbs,21,0.0001
medicine.all,hydrate,21,0.0001
medicine.all,allergy,21,0.0001
medicine.all,keratosis,21,0.0001
medicine.all,nmcins,21,0.0001
medicine.all,testis,21,0.0001
medicine.all,sinuses,21,0.0001
medicine.all,benzoate,21,0.0001
medicine.all,digit,21,0.0001
medicine.all,inactivated,21,0.0001
medicine.all,better,20,0.0001
medicine.all,clearance,20,0.0001
medicine.all,difficult,20,0.0001
medicine.all,mile,20,0.0001
medicine.all,blue,20,0.0001
medicine.all,hurt,20,0.0001
medicine.all,only,20,0.0001
medicine.all,amount,20,0.0001
medicine.all,institute,20,0.0001
medicine.all,strength,20,0.0001
medicine.all,effort,20,0.0001
medicine.all,thoughts,20,0.0001
medicine.all,american,20,0.0001
medicine.all,propionate,20,0.0001
medicine.all,right,20,0.0001
medicine.all,asp,20,0.0001
medicine.all,fun,20,0.0001
medicine.all,shock,20,0.0001
medicine.all,mellitus,20,0.0001
medicine.all,discharge,20,0.0001
medicine.all,agency,20,0.0001
medicine.all,axis,20,0.0001
medicine.all,animal,20,0.0001
medicine.all,cigarette,20,0.0001
medicine.all,nasopharynx,20,0.0001
medicine.all,tuberculosis,20,0.0001
medicine.all,elements,20,0.0001
medicine.all,wall,20,0.0001
medicine.all,muscles,20,0.0001
medicine.all,immunotherapy,20,0.0001
medicine.all,plate,20,0.0001
medicine.all,happened,20,0.0001
medicine.all,witnessed,20,0.0001
medicine.all,abdomen,20,0.0001
medicine.all,stiff,20,0.0001
medicine.all,psychologist,20,0.0001
medicine.all,adjuvant,20,0.0001
medicine.all,lineage,20,0.0001
medicine.all,epidemiology,20,0.0001
medicine.all,hepatitis,20,0.0001
medicine.all,award,20,0.0001
medicine.all,gyrus,20,0.0001
medicine.all,occlusion,19,0.0001
medicine.all,ability,19,0.0001
medicine.all,over,19,0.0001
medicine.all,yourself,19,0.0001
medicine.all,vomiting,19,0.0001
medicine.all,atresia,19,0.0001
medicine.all,newborn,19,0.0001
medicine.all,palsy,19,0.0001
medicine.all,aspiration,19,0.0001
medicine.all,band,19,0.0001
medicine.all,temperature,19,0.0001
medicine.all,sterilization,19,0.0001
medicine.all,variation,19,0.0001
medicine.all,weeks,19,0.0001
medicine.all,labeling,19,0.0001
medicine.all,standard,19,0.0001
medicine.all,support,19,0.0001
medicine.all,thigh,19,0.0001
medicine.all,survey,19,0.0001
medicine.all,low,19,0.0001
medicine.all,nppek,19,0.0001
medicine.all,junction,19,0.0001
medicine.all,gsk,19,0.0001
medicine.all,amg,19,0.0001
medicine.all,tromethamine,19,0.0001
medicine.all,one,19,0.0001
medicine.all,locus,19,0.0001
medicine.all,nmcac,19,0.0001
medicine.all,mole,19,0.0001
medicine.all,oxaliplatin,19,0.0001
medicine.all,ingredient,19,0.0001
medicine.all,erythematosus,19,0.0001
medicine.all,fulfilling,19,0.0001
medicine.all,production,19,0.0001
medicine.all,five,19,0.0001
medicine.all,fatigued,19,0.0001
medicine.all,role,19,0.0001
medicine.all,mapping,19,0.0001
medicine.all,trunk,19,0.0001
medicine.all,training,19,0.0001
medicine.all,growth,19,0.0001
medicine.all,microgram,19,0.0001
medicine.all,chromatography,19,0.0001
medicine.all,myxoma,19,0.0001
medicine.all,pecoma,19,0.0001
medicine.all,follicle,19,0.0001
medicine.all,fibromatosis,19,0.0001
medicine.all,need,19,0.0001
medicine.all,heterozygosity,19,0.0001
medicine.all,release,19,0.0001
medicine.all,peritoneum,19,0.0001
medicine.all,dog,19,0.0001
medicine.all,gangrene,19,0.0001
medicine.all,bark,19,0.0001
medicine.all,teniposide,18,0.0001
medicine.all,impairment,18,0.0001
medicine.all,usual,18,0.0001
medicine.all,epoch,18,0.0001
medicine.all,recovery,18,0.0001
medicine.all,cytoplasmic,18,0.0001
medicine.all,vulgaris,18,0.0001
medicine.all,nppgr,18,0.0001
medicine.all,concentrating,18,0.0001
medicine.all,kit,18,0.0001
medicine.all,embolism,18,0.0001
medicine.all,abortion,18,0.0001
medicine.all,evaluator,18,0.0001
medicine.all,placenta,18,0.0001
medicine.all,four,18,0.0001
medicine.all,bowels,18,0.0001
medicine.all,suppression,18,0.0001
medicine.all,granulomatosis,18,0.0001
medicine.all,prevention,18,0.0001
medicine.all,oblimersen,18,0.0001
medicine.all,action,18,0.0001
medicine.all,zinc,18,0.0001
medicine.all,container,18,0.0001
medicine.all,deregulation,18,0.0001
medicine.all,magnesium,18,0.0001
medicine.all,island,18,0.0001
medicine.all,recipient,18,0.0001
medicine.all,transmission,18,0.0001
medicine.all,abbv,18,0.0001
medicine.all,apply,18,0.0001
medicine.all,breathe,18,0.0001
medicine.all,rashes,18,0.0001
medicine.all,accidentally,18,0.0001
medicine.all,feel,18,0.0001
medicine.all,library,18,0.0001
medicine.all,rule,18,0.0001
medicine.all,stay,18,0.0001
medicine.all,prostatectomy,18,0.0001
medicine.all,gluconate,18,0.0001
medicine.all,british,18,0.0001
medicine.all,celsius,18,0.0001
medicine.all,induration,18,0.0001
medicine.all,scores,18,0.0001
medicine.all,antigens,18,0.0001
medicine.all,mild,18,0.0001
medicine.all,xbb,18,0.0001
medicine.all,coating,18,0.0001
medicine.all,implantation,17,0.0001
medicine.all,discomfort,17,0.0001
medicine.all,water,17,0.0001
medicine.all,rehabilitation,17,0.0001
medicine.all,threshold,17,0.0001
medicine.all,insomnia,17,0.0001
medicine.all,channel,17,0.0001
medicine.all,enzyme,17,0.0001
medicine.all,severe,17,0.0001
medicine.all,fludarabine,17,0.0001
medicine.all,polypeptide,17,0.0001
medicine.all,reductase,17,0.0001
medicine.all,cytoskeletal,17,0.0001
medicine.all,sponsor,17,0.0001
medicine.all,iia,17,0.0001
medicine.all,iib,17,0.0001
medicine.all,chest,17,0.0001
medicine.all,crisis,17,0.0001
medicine.all,processing,17,0.0001
medicine.all,hypothyroidism,17,0.0001
medicine.all,quality,17,0.0001
medicine.all,feeding,17,0.0001
medicine.all,hybridization,17,0.0001
medicine.all,seizure,17,0.0001
medicine.all,sar,17,0.0001
medicine.all,repeat,17,0.0001
medicine.all,plasmacytoma,17,0.0001
medicine.all,redness,17,0.0001
medicine.all,pheochromocytoma,17,0.0001
medicine.all,exercise,17,0.0001
medicine.all,encephalitis,17,0.0001
medicine.all,diet,17,0.0001
medicine.all,project,17,0.0001
medicine.all,myelofibrosis,17,0.0001
medicine.all,two,17,0.0001
medicine.all,coping,17,0.0001
medicine.all,reconstruction,17,0.0001
medicine.all,cycle,17,0.0001
medicine.all,association,17,0.0001
medicine.all,learned,17,0.0001
medicine.all,weights,17,0.0001
medicine.all,completed,17,0.0001
medicine.all,technology,17,0.0001
medicine.all,lymphangioma,17,0.0001
medicine.all,insurance,17,0.0001
medicine.all,quantification,17,0.0001
medicine.all,rhabdomyoma,17,0.0001
medicine.all,physiology,17,0.0001
medicine.all,morphology,17,0.0001
medicine.all,pathology,17,0.0001
medicine.all,rectum,17,0.0001
medicine.all,ibi,17,0.0001
medicine.all,metabolism,17,0.0001
medicine.all,poisoning,17,0.0001
medicine.all,bronchiole,17,0.0001
medicine.all,leukoplakia,17,0.0001
medicine.all,lead,16,0.0001
medicine.all,angiography,16,0.0001
medicine.all,fingers,16,0.0001
medicine.all,place,16,0.0001
medicine.all,instructions,16,0.0001
medicine.all,daily,16,0.0001
medicine.all,dressing,16,0.0001
medicine.all,asleep,16,0.0001
medicine.all,isolation,16,0.0001
medicine.all,relative,16,0.0001
medicine.all,know,16,0.0001
medicine.all,septum,16,0.0001
medicine.all,thrombocytopenia,16,0.0001
medicine.all,medi,16,0.0001
medicine.all,objective,16,0.0001
medicine.all,orientation,16,0.0001
medicine.all,provider,16,0.0001
medicine.all,regulator,16,0.0001
medicine.all,fossa,16,0.0001
medicine.all,intercourse,16,0.0001
medicine.all,matrix,16,0.0001
medicine.all,methyltransferase,16,0.0001
medicine.all,oxidase,16,0.0001
medicine.all,dressed,16,0.0001
medicine.all,mastectomy,16,0.0001
medicine.all,doctor,16,0.0001
medicine.all,reflex,16,0.0001
medicine.all,pouch,16,0.0001
medicine.all,incb,16,0.0001
medicine.all,layer,16,0.0001
medicine.all,contraction,16,0.0001
medicine.all,sac,16,0.0001
medicine.all,concentrate,16,0.0001
medicine.all,abl,16,0.0001
medicine.all,hernia,16,0.0001
medicine.all,statistics,16,0.0001
medicine.all,velocity,16,0.0001
medicine.all,arthropathy,16,0.0001
medicine.all,aorta,16,0.0001
medicine.all,asked,16,0.0001
medicine.all,determination,16,0.0001
medicine.all,certification,16,0.0001
medicine.all,resources,16,0.0001
medicine.all,syndromes,16,0.0001
medicine.all,goiter,16,0.0001
medicine.all,manufacturer,16,0.0001
medicine.all,factors,16,0.0001
medicine.all,sum,16,0.0001
medicine.all,bitartrate,16,0.0001
medicine.all,applicator,16,0.0001
medicine.all,stearate,16,0.0001
medicine.all,oophorectomy,16,0.0001
medicine.all,biochemistry,16,0.0001
medicine.all,series,16,0.0001
medicine.all,criterion,16,0.0001
medicine.all,spaniel,16,0.0001
medicine.all,effusion,16,0.0001
medicine.all,ameloblastoma,16,0.0001
medicine.all,scaling,16,0.0001
medicine.all,carcinogenesis,16,0.0001
medicine.all,practitioner,16,0.0001
medicine.all,cig,16,0.0001
medicine.all,friend,16,0.0001
medicine.all,parvec,16,0.0001
medicine.all,monohydrochloride,16,0.0001
medicine.all,spray,15,0.0001
medicine.all,thrombus,15,0.0001
medicine.all,anxiety,15,0.0001
medicine.all,dystonia,15,0.0001
medicine.all,extremities,15,0.0001
medicine.all,granules,15,0.0001
medicine.all,bank,15,0.0001
medicine.all,patch,15,0.0001
medicine.all,emulsion,15,0.0001
medicine.all,creatinine,15,0.0001
medicine.all,registry,15,0.0001
medicine.all,shop,15,0.0001
medicine.all,stroke,15,0.0001
medicine.all,synthesis,15,0.0001
medicine.all,rupture,15,0.0001
medicine.all,transplant,15,0.0001
medicine.all,hydroxide,15,0.0001
medicine.all,sensitivity,15,0.0001
medicine.all,decoction,15,0.0001
medicine.all,astrocyte,15,0.0001
medicine.all,restrictions,15,0.0001
medicine.all,regulation,15,0.0001
medicine.all,cluster,15,0.0001
medicine.all,coli,15,0.0001
medicine.all,bacillus,15,0.0001
medicine.all,diverticulum,15,0.0001
medicine.all,meninges,15,0.0001
medicine.all,vagina,15,0.0001
medicine.all,organ,15,0.0001
medicine.all,fibroadenoma,15,0.0001
medicine.all,aids,15,0.0001
medicine.all,rearrangements,15,0.0001
medicine.all,stroma,15,0.0001
medicine.all,three,15,0.0001
medicine.all,vector,15,0.0001
medicine.all,endocarditis,15,0.0001
medicine.all,match,15,0.0001
medicine.all,column,15,0.0001
medicine.all,mail,15,0.0001
medicine.all,melanocytoma,15,0.0001
medicine.all,cation,15,0.0001
medicine.all,enrollment,15,0.0001
medicine.all,acquisition,15,0.0001
medicine.all,identity,15,0.0001
medicine.all,investigator,15,0.0001
medicine.all,nmcdelinstt,15,0.0001
medicine.all,craniopharyngioma,15,0.0001
medicine.all,malate,15,0.0001
medicine.all,procedures,15,0.0001
medicine.all,cardiomyopathy,15,0.0001
medicine.all,tag,15,0.0001
medicine.all,classified,15,0.0001
medicine.all,carcinogen,15,0.0001
medicine.all,schizophrenia,15,0.0001
medicine.all,ankle,15,0.0001
medicine.all,manager,15,0.0001
medicine.all,indian,15,0.0001
medicine.all,stone,15,0.0001
medicine.all,conclusion,15,0.0001
medicine.all,characteristics,14,0.0001
medicine.all,list,14,0.0001
medicine.all,movements,14,0.0001
medicine.all,gait,14,0.0001
medicine.all,constipation,14,0.0001
medicine.all,cisplatin,14,0.0001
medicine.all,room,14,0.0001
medicine.all,tachycardia,14,0.0001
medicine.all,counseling,14,0.0001
medicine.all,suramin,14,0.0001
medicine.all,hydroxyurea,14,0.0001
medicine.all,dexamethasone,14,0.0001
medicine.all,microspheres,14,0.0001
medicine.all,arch,14,0.0001
medicine.all,iva,14,0.0001
medicine.all,toilet,14,0.0001
medicine.all,nppyc,14,0.0001
medicine.all,store,14,0.0001
medicine.all,toxin,14,0.0001
medicine.all,docetaxel,14,0.0001
medicine.all,temozolomide,14,0.0001
medicine.all,before,14,0.0001
medicine.all,neutropenia,14,0.0001
medicine.all,inflammation,14,0.0001
medicine.all,amplitude,14,0.0001
medicine.all,vision,14,0.0001
medicine.all,media,14,0.0001
medicine.all,tak,14,0.0001
medicine.all,ago,14,0.0001
medicine.all,probe,14,0.0001
medicine.all,calcification,14,0.0001
medicine.all,oligoastrocytoma,14,0.0001
medicine.all,array,14,0.0001
medicine.all,albumin,14,0.0001
medicine.all,prolapse,14,0.0001
medicine.all,results,14,0.0001
medicine.all,beat,14,0.0001
medicine.all,coughing,14,0.0001
medicine.all,skills,14,0.0001
medicine.all,iiia,14,0.0001
medicine.all,palmitate,14,0.0001
medicine.all,services,14,0.0001
medicine.all,rickets,14,0.0001
medicine.all,base,14,0.0001
medicine.all,fifty,14,0.0001
medicine.all,survival,14,0.0001
medicine.all,subscale,14,0.0001
medicine.all,endothelium,14,0.0001
medicine.all,conjunctiva,14,0.0001
medicine.all,confidence,14,0.0001
medicine.all,quickly,14,0.0001
medicine.all,hyperinsulinism,14,0.0001
medicine.all,parent,14,0.0001
medicine.all,height,14,0.0001
medicine.all,spine,14,0.0001
medicine.all,generation,14,0.0001
medicine.all,monitor,14,0.0001
medicine.all,nppgv,14,0.0001
